timestamp,batch_size,repeat,run,wall_clock_s,train_time_s,steps,e1_avg_s,overhead_pct,within_5pct,codecarbon_dir,log_file
2026-04-01T02:48:37-04:00,32,550,1,312.3178,300.27,538,299.9800,0.0967,yes,/home/2026/mjayap/COMP597-starter-code/results/E2_new/batch32_run1/codecarbon,/home/2026/mjayap/COMP597-starter-code/results/E2_new/logs/batch32_run1.log
2026-04-01T02:54:09-04:00,32,550,2,311.8439,300.11,536,299.9800,0.0433,yes,/home/2026/mjayap/COMP597-starter-code/results/E2_new/batch32_run2/codecarbon,/home/2026/mjayap/COMP597-starter-code/results/E2_new/logs/batch32_run2.log
2026-04-01T02:59:41-04:00,32,550,3,312.0701,300.09,536,299.9800,0.0367,yes,/home/2026/mjayap/COMP597-starter-code/results/E2_new/batch32_run3/codecarbon,/home/2026/mjayap/COMP597-starter-code/results/E2_new/logs/batch32_run3.log
2026-04-01T03:05:12-04:00,16,1100,1,310.3151,300.15,1041,300.2100,-0.0200,yes,/home/2026/mjayap/COMP597-starter-code/results/E2_new/batch16_run1/codecarbon,/home/2026/mjayap/COMP597-starter-code/results/E2_new/logs/batch16_run1.log
2026-04-01T03:10:41-04:00,16,1100,2,309.3559,300.14,1042,300.2100,-0.0233,yes,/home/2026/mjayap/COMP597-starter-code/results/E2_new/batch16_run2/codecarbon,/home/2026/mjayap/COMP597-starter-code/results/E2_new/logs/batch16_run2.log
2026-04-01T03:16:13-04:00,16,1100,3,312.1762,300.23,1042,300.2100,0.0067,yes,/home/2026/mjayap/COMP597-starter-code/results/E2_new/batch16_run3/codecarbon,/home/2026/mjayap/COMP597-starter-code/results/E2_new/logs/batch16_run3.log
2026-04-01T03:21:45-04:00,8,2000,1,311.8974,300.08,1934,297.9200,0.7250,yes,/home/2026/mjayap/COMP597-starter-code/results/E2_new/batch8_run1/codecarbon,/home/2026/mjayap/COMP597-starter-code/results/E2_new/logs/batch8_run1.log
2026-04-01T03:27:17-04:00,8,2000,2,311.8590,300.03,1930,297.9200,0.7082,yes,/home/2026/mjayap/COMP597-starter-code/results/E2_new/batch8_run2/codecarbon,/home/2026/mjayap/COMP597-starter-code/results/E2_new/logs/batch8_run2.log
2026-04-01T03:32:50-04:00,8,2000,3,311.8629,300.17,1925,297.9200,0.7552,yes,/home/2026/mjayap/COMP597-starter-code/results/E2_new/batch8_run3/codecarbon,/home/2026/mjayap/COMP597-starter-code/results/E2_new/logs/batch8_run3.log
